title,context,question,answer_text,answer_start
Republik Kroasia Herzeg-Bosnia,"Republik Kroasia Herzeg-Bosnia (Croatian: Hrvatska Republika Herceg-Bosna) adalah entitas di Bosnia dan Herzegovina yang berdiri dari tahun 1991 hingga 1994 selama Perang Bosnia. Republik ini diproklamirkan pada tanggal 18 November 1991 dengan nama Komunitas Kroasia Herzeg-Bosnia, dan diklaim sebagai entitas politik, budaya, ekonomi, dan teritorial yang terpisah di Bosnia dan Herzegovina.[1] Herzeg-Bosnia tidak pernah memisahkan diri dari Bosnia dan Herzegovina dan malah secara resmi mengakui kedaulatan Bosnia dan Herzegovina.[2] Namun, menurut Pengadilan Pidana Internasional untuk bekas Yugoslavia, Herzeg-Bosnia didirikan dengan maksud untuk memisahkan diri dari Bosnia dan Herzegovina dan bersatu dengan Kroasia.[3] Menurut Pengadilan Pidana Internasional, aspirasi tersebut, yang didukung oleh Republik Kroasia, dapat dilihat pada penggunaan mata uang Kroasia dan bahasa Kroasia, serta penganugerahan kewarganegaraan Kroasia kepada orang Kroasia di Bosnia dan Herzegovina.[1] Pengadilan Konstitusional Republik Bosnia dan Herzegovina menyatakan entitas ini sebagai entitas ilegal pada 14 September 1992.[1] Herzeg-Bosnia dibubarkan pada tahun 1994 karena bergabung dengan Federasi Bosnia dan Herzegovina.",Apa mata uang Republik Bosnia?,mata uang Kroasia,853
Nicolaus Copernicus,"Osiander menjuduli karya itu De revolutionibus orbium coelestium (Mengenai Perputaran Bola-Bola Langit). Dengan mencantumkan frasa “bola-bola langit”, Osiander menyiratkan bahwa karya itu dipengaruhi oleh gagasan Aristoteles. Osiander juga menulis kata pengantar anonim, yang menyatakan bahwa hipotesis dalam buku itu bukanlah artikel tentang iman dan belum tentu benar. Copernicus tidak menerima salinan dari buku yang dicetak itu, yang diubah dan dikompromikan tanpa seizinnya, sampai hanya beberapa jam sebelum kematiannya pada tahun 1543.",umur berapakah Niklas Koppernigk meninggal?,1543,537
Alfabet Latin,"Alfabet Latin atau Abjad Rumi (dari kata Romawi) adalah alfabet yang pertama kalinya dipakai oleh orang Romawi untuk menuliskan bahasa Latin kira-kira sejak abad ke-7 Sebelum Masehi. Mereka belajar menulis dari orang-orang Etruria, sedangkan orang Etruria belajar dari orang Yunani. Alfabet Etruska merupakan adapatasi dari alfabet Yunani. Menurut hipotesis, semua aksara alfabetis tersebut berasal dari abjad Fenisia, dan abjad Fenisia berasal dari hieroglif Mesir.",Kapan alfabet Latin mulai digunakan pertama kali?,abad ke-7 Sebelum Masehi,157
Rubel Rusia,Rubel (bahasa Rusia рубль) adalah mata uang Federasi Rusia dan Belarus (dan juga Uni Soviet pada masa lalu). Satu rubel dibagikan kepada 100 kopek (копе́йка).,apakah mata uang negara rusia?,Rubel,0
Desa global,"Desa Global adalah konsep mengenai perkembangan teknologi komunikasi di mana dunia dianalogikan menjadi sebuah desa yang sangat besar. Marshall McLuhan memperkenalkan konsep ini pada awal tahun 60-an dalam bukunya yang berjudul Understanding Media: Extension of A Man. Konsep ini berangkat dari pemikiran McLuhan bahwa suatu saat nanti informasi akan sangat terbuka dan dapat diakses oleh semua orang. Pada masa ini, mungkin pemikiran ini tidak terlalu aneh atau luar biasa, tapi pada tahun 60-an ketika saluran TV masih terbatas jangkauannya, internet belum ada, dan radio masih terbatas antar daerah, pemikiran McLuhan dianggap aneh dan radikal.",siapakah yang membuat konsep Desa Global?,Marshall McLuhan,135
Bendera Portugal,Bendera Portugal merupakan bendera dwiwarna vertikel hijau-merah yang memiliki rasio 2:3. Portugal resmi menggunakan bendera ini pada 30 Juni 1911 untuk menggantikan bendera kerajaan yang digunakan sebelumnya. Warna hijau melambangkan perubahan radikal dan harapan yang dibawa oleh kaum republikan dan warna merah melambangkan darah.,Apa warna bendera Portugal ?,hijau-merah,53
Korea Selatan,"  Korea Selatan adalah negara republik.[16] Seperti pada negara-negara demokrasi lainnya,[17] Korea Selatan membagi pemerintahannya dalam tiga bagian: eksekutif, yudikatif dan legislatif.[18] Lembaga eksekutif dipegang oleh presiden yang dipilih berdasarkan hasil pemilu untuk masa jabatan 5 tahun dan dibantu oleh Perdana Menteri yang ditunjuk oleh presiden dengan persetujuan Majelis Nasional .[19] Presiden bertindak sebagai kepala negara dan Perdana Menteri sebagai kepala pemerintahan.",Bagaimana sistem pemerintahan Korea Selatan ?,demokrasi,71
Peristiwa Kudeta Angkatan Perang Ratu Adil," Peristiwa Kudeta Angkatan Perang Ratu Adil atau Kudeta 23 Januari adalah peristiwa yang terjadi pada 23 Januari 1950 di mana kelompok milisi Angkatan Perang Ratu Adil (APRA) yang ada di bawah pimpinan mantan Kapten KNIL Raymond Westerling yang juga mantan komandan Depot Speciale Troepen (Pasukan Khusus) KNIL, masuk ke kota Bandung dan membunuh semua orang berseragam TNI yang mereka temui. Aksi gerombolan ini telah direncanakan beberapa bulan sebelumnya oleh Westerling dan bahkan telah diketahui oleh pimpinan tertinggi militer Belanda.",dimanakah Peristiwa Kudeta Angkatan Perang Ratu Adil terjadi pertama kali?,kota Bandung,321
Penyaliban dan kematian Yesus,"  Kematian Yesus Kristus Sang Juru Selamat Manusia terjadi pada abad ke-1 Masehi, diperkirakan antara tahun 30-33 M. Menurut penanggalan Yahudi, Ia mati tergantung di atas salib, tanggal 14 Nisan, beberapa jam sebelum hari Paskah Yahudi dirayakan (tanggal 15 Nisan, dimulai pada sekitar pk. 18:00 saat matahari terbenam). Hukuman mati dengan disalibkan dijatuhkan atas perintah gubernur Kerajaan Romawi untuk provinsi Yudea, Pontius Pilatus, berdasarkan laporan para pemuka agama Yahudi saat itu bahwa Yesus Kristus mengaku sebagai Raja orang Yahudi. Berita penyaliban dan kematian ini dicatat di sejumlah tulisan sejarawan Kerajaan Romawi, orang Yahudi dan murid-murid Yesus. Catatan yang paling detail ditemukan di kitab-kitab Injil dalam bagian Perjanjian Baru Alkitab Kristen.",Kapan Yesus kristus disalib?,30-33 M,108
"Nike, Inc.","Etos perusahaan Nike adalah melibatkan dedikasi yang kuat untuk olahraga dan kebugaran. Staf di kantor pusat perusahaan, Nike Kampus Dunia pada Beaverton, Oregon, diharapkan menghabiskan beberapa jam setiap hari di gym. Mereka dijelaskan oleh direktur Nike sebagai ""athletic, outdoor, lets-do-it-together types.","Dimana kantor pusat perusahaan Nike, Inc.?","Beaverton, Oregon",144
Muhammad,"Muhammad[1] (Arabic: محمد‎; lahir di Mekkah, 570 M – meninggal di Madinah, 8 Juni 632 M)[2] adalah seorang nabi dan rasul terakhir bagi umat Muslim.[3] Muhammad memulai penyebaran ajaran Islam untuk seluruh umat manusia dan mewariskan pemerintahan tunggal Islam. Muhammad sama-sama menegakkan ajaran tauhid untuk mengesakan Allah sebagaimana yang dibawa nabi dan rasul sebelumnya.[4]",kapankah Nabi Muhammad SAW dilahirkan?,570 M,45
Vladimir I,"Vladimir Sviatoslavich yang Agung (Gaya Slavik Timur Kuno: Володимѣръ Свѧтославичь, Volodiměrъ Svętoslavičь, Old Norse sebagai Valdamarr Sveinaldsson, Rusia: Влади́мир, Vladimir, Ukraina: Володимир, Volodymyr, Belarusia: Уладзiмiр, Uladzimir (sekitar 958 – 15 Juli 1015)) adalah pangeran Kiev yang pindah agama menjadi Kristen.[1][2]",Kapan Vladimir Sviatoslavich meninggal ?,15 Juli 1015),257
Islandia,"Islandia secara resmi Republik Islandia (bahasa Islandia: Ísland) adalah sebuah negara Nordik yang terletak di sebelah barat laut Eropa dan sebelah utara Samudera Atlantik, yang terdiri dari Pulau Islandia dan beberapa pulau kecil disekitarnya. Islandia terletak 300 kilometer di sebelah timur Greenland dan 1.000 kilometer dari Norwegia. Negara memiliki populasi sebanyak 332.529 penduduk dan luas 103.000 km persegi, menjadikannya negara dengan penduduk terjarang di Eropa.[1] Ibukota dan kota terbesar di negara ini adalah Reykjavík. Reykjavík dan sekitarnya adalah tempat tinggal bagi dua pertiga populasi.",Dimanakah letak Islandia ?,sebelah barat laut Eropa dan sebelah utara Samudera Atlantik,111
Lahirnya Pancasila,"Dan sejak tahun 2017, tanggal 1 Juni resmi menjadi hari libur nasional untuk memperingati hari ""Lahirnya Pancasila"" .",Kapan hari Pancasila ?,1 Juni,30
Dualisme,"Dualisme adalah konsep filsafat yang menyatakan ada dua substansi. Dalam pandangan tentang hubungan antara jiwa dan raga, dualisme mengklaim bahwa fenomena mental adalah entitas non-fisik.[1]",Apa itu dualisme?,konsep filsafat yang menyatakan ada dua substansi,16
Element,"Pada 2013, Element rencananya akan kembali dengan single baru pada Juni 2013. Namun karena pembagian jadwal yang masih tidak jelas menyebabkan proyek mereka tertunda. Namun pada September 2013, Element memutuskan untuk kembali di dunia musik Indonesia. Rencananya album kedelapannya akan keluar pada 2014. Dalam waktu dekat, Element juga akan menggelar konser tur di seluruh Indonesia yang juga menjadi promosi album kedelapannya.[6]",berapakah jumlah album Band Element?,delapan,419
Bendera Serbia,"Bendera Serbia merupakan bendera triwarna horisontal dengan warna Pan-Slavia merah-biru-putih, kebalikan dengan bendera Rusia. Ketika Serbia menjadi republik di bawah Yugoslavia, bendera Serbia menggunakan bintang di tengah-tengahnya. Bendera ini diadopsi menjadi bendera nasional pada 16 Agustus 2004 dan disahkan melalui Undang Undang Dasar yang baru pada 8 November 2006.",Apa warna benderea Serbia ?,merah-biru-putih,77
Johnny & Associates,"Johnny & Associates, atau dikenal di Jepang sebagai Johnny's Jimusho(株式会社ジャニーズ事務所,Kabushikigaisha Janīzu jimusho, Perseroan Terbatas Kantor Johnny) adalah perusahaan bisnis hiburan yang didirikan Johnny Kitagawa pada tahun 1963 untuk melatih dan mempromosikan kelompok musik pria di Jepang. Kelompok musik terkenal yang dilahirkan perusahaan ini, termasuk SMAP,TOKIO, Kinki Kids, V6, Arashi, NEWS, Tackey & Tsubasa, KAT-TUN, dan Kanjani8.",Siapa yang memproduksi Arashi?,Johnny & Associates,0
Hari Kemerdekaan (Amerika Serikat),"Hari Kemerdekaan Amerika Serikat (Independence Day atau Fourth of July) adalah hari libur federal setiap tanggal 4 Juli di Amerika Serikat untuk memperingati disahkannya Deklarasi Kemerdekaan oleh Kongres Kontinental Kedua pada 4 Juli 1776. Deklarasi tersebut merupakan proklamasi kemerdekaan Tiga Belas Koloni dari Kerajaan Britania Raya. Hari Kemerdekaan AS dirayakan dengan pesta kembang api, parade, barbekyu, karnaval, piknik, konser, pertandingan bisbol, pidato politik, serta berbagai kegiatan dan upacara resmi yang berkaitan dengan sejarah, pemerintahan, dan tradisi Amerika Serikat.",Kapankah hari kemerdekaan Amerika Serikat?,4 Juli 1776,228
Makkiyah,"Makkiyah adalah ayat-ayat yang turun sebelum Rasulullah SAW hijrah ke Madinah. Surah-surah Makiyyah turun selama 12 tahun, 5 bulan, 13 hari, dimulai pada 17 Ramadhan (Februari 610 M), saat Nabi berusia 40 tahun.",Apa itu surrah Makkiyah?,ayat-ayat yang turun sebelum Rasulullah SAW hijrah ke Madinah,16
Yuan Shikai,"Yuan Shikai lahir di sebuah desa bernama Zhangying (張營村), County Xiangcheng, Prefektur Chenzhou, Henan, meskipun akhirnya seluruh klannya pindah menuju wilayah perbukitan yang terletak 16 kilometer tenggara Xiangcheng. Di daerah itu klannya membangun sebuah benteng pertahanan Yuanzhaicun (Chinese:袁寨村; literally: 'the fortified village of the Yuan family').",Dimana Kaisar Yuan lahir?,"Zhangying (張營村), County Xiangcheng, Prefektur Chenzhou, Henan",41
Resistor,"   Resistor merupakan komponen elektronik yang memiliki dua pin dan didesain untuk mengatur tegangan listrik dan arus listrik. Resistor mempunyai nilai resistansi (tahanan) tertentu yang dapat memproduksi tegangan listrik di antara kedua pin dimana nilai tegangan terhadap resistansi tersebut berbanding lurus dengan arus yang mengalir, berdasarkan persamaan hukum Ohm:",Apakah fungsi resistor arus listrik?,mengatur tegangan listrik dan arus listrik,83
Partai Nazi,"Sejak tahun 1949 terdapat sejumlah percobaan untuk mengorganisasi partai ultranasionalis di Jerman, namun tidak ada yang secara terbuka mengaku Nazi atau mencoba menggunakan lambang dan slogan Partai Nazi – seperti yang ditunjukkan dengan tepat oleh Jerman, lebih banyak tokoh Nazi di Amerika Serikat (dan sekarang di Rusia) daripada di Jerman. Partai Kekaisaran Jerman (Deutsche Reichspartei, DRP), yang menampung banyak bekas tokoh Nazi, memiliki 5 anggota di Bundestag pertama yang dipilih pada tahun 1949, namun dikalahkan pada tahun 1953. Dari tahun 1960-an ketuanya Adolf von Thadden menyadari partai ini tak memiliki masa depan dan diputar pada tahun 1964. Thadden (yang saudari tirinya Elisabeth von Thadden dihukum mati oleh Nazi atas perannya dalam Perlawanan Jerman), kemudian membentuk Partai Demokrat Nasional Jerman (Nationaldemokratische Partei Deutschlands, NPD) yang baru dan lebih luas, yang masih ada, sekarang dipimpin Udo Voigt. NPD telah lolos dari sejumlah percobaan pelarangan oleh Mahkamah Konstitusi Federal sebagai partai Neo-Nazi. Sekali-sekali partai ini memenangkan kursi di Landtag beberapa negara bagian Jerman, khususnya di daerah bekas Deutsche Demokratische Republik, namun tak pernah mencapai ambang 5% untuk memenangkan kursi di Bundestag. NPD memiliki 5.300 anggota terdaftar pada tahun 2004, dan platform utamanya adalah penentangan atas imigrasi.",Siapakah ketua Partai Nazi?,Adolf von Thadden,572
Didong,"Didong adalah sebuah kesenian rakyat Gayo yang memadukan unsur tari, vokal, dan sastra. Didong dimulai sejak zaman Reje Linge XIII. Salah seorang seniman yang peduli pada kesenian ini adalah Abdul Kadir To`et. Kesenian didong lebih digemari oleh masyarakat Takengon dan Bener Meriah.",sejak kapan kah Seni Didong dilakukan?,zaman Reje Linge XIII,109
Tunas (reproduksi),"Pada hewan multiseluler renda kompleks sel pada permukaan individu induk dari, menghasilkan individu anak, jika mereka tetap pada organisme induk, sehingga koloni. Tunas ditemukan dalam spons (Porifera), coelenterata (Coelenterata), bryozoa (Bryozoa), tunikata (Tunicata) dan beberapa Annelida (Naidinae).",Bagaimana Bryozoa berkembangbiak?,"renda kompleks sel pada permukaan individu induk dari, menghasilkan individu anak, jika mereka tetap pada organisme induk, sehingga koloni",24
Mahabharata,"Secara singkat, Mahabharata menceritakan kisah konflik para Pandawa lima dengan saudara sepupu mereka sang seratus Korawa, mengenai sengketa hak pemerintahan tanah negara Astina. Puncaknya adalah perang Bharatayuddha di medan Kurusetra dan pertempuran berlangsung selama delapan belas hari.",siapakah karakter utama dalam wiracarita Mahabharata?,Pandawa lima dengan saudara sepupu mereka sang seratus Korawa,60
Parlemen Eropa,"Parlemen Eropa (English: European Parliament, disingkat EP) adalah satu-satunya lembaga Uni Eropa (EU) parlementer yang dipilih secara langsung oleh warga negara Eropa. Bersama dengan Dewan Uni Eropa (juga dikenal sebagai ""Dewan""), tidak boleh dipertukarkan dengan Dewan Eropa dan Majelis Eropa, menjalankan fungsi legislatif Uni Eropa. Parlemen terdiri dari 751 anggota (MEP), jumlahnya akan menjadi 705 anggota dimulai pada lembaga legislatif 2019–2024 (akibat ketentuan khusus yang disetujui mengenai Brexit), yang mewakili elektorat demokratik terbesar kedua di dunia (setelah Parlemen India) dan elektorat demokratik transnasional terbesar di dunia (375juta pemilih yang memenuhi syarat pada 2009).[2][3][4]",Berapa anggota Parlemen Eropa?,751,359
Detektif Conan,"  Detektif Conan(名探偵コナン,Meitantei Konan) adalah sebuah serial manga detektif yang ditulis dan digambar oleh Gōshō Aoyama. Sejak tahun 1994 cerita ini dipublikasikan pada majalah Mingguan Shōnen Sunday yang terbit di Jepang. Serial ini menceritakan tentang Shinichi Kudo, seorang detektif sekolah menengah atas, yang tubuhnya mengecil akibat sebuah racun.",Dari manakah asal komik Detektif Conan?,Jepang,216
Naruto,"Setelah kejadian itu, Naruto masih bertekad memenuhi janji seumur hidup kepada Sakura untuk membawa pulang Sasuke ke Konoha, meski dia sering merasa terbebani karena gagal memperoleh kepercayaan sahabatnya sendiri, Sasuke. Jiraiya mengajak Naruto untuk mengembara dan berlatih selama 3 tahun dengan harapan memperkuat Naruto ketika Akatsuki bergerak lagi.[6]",Siapa sahabat Naruto dalam serial komik Naruto?,Sasuke,215
Negara mikro Eropa,"Negara mikro Eropa (bahasa Inggris: European microstates) adalah kumpulan negara berdaulat yang sangat kecil di benua Eropa dan kepulauan sekitarnya. Yang terkecil, Kota Vatikan, juga merupakan negara terkecil di dunia. Negara mikro Eropa adalah negara merdeka kecil dan tidak sama dengan ""negara mikro"", yang bukanlah sebuah negara atau bangsa merdeka.",Apa nama negara terkecil di Eropa?,Kota Vatikan,165
Telkom Indonesia,"Pada tahun 1882, didirikan sebuah badan usaha swasta penyedia layanan pos dan telegraf. Layanan komunikasi kemudian dikonsolidasikan oleh Pemerintah Hindia Belanda ke dalam jawatan Post Telegraaf Telefoon (PTT). Sebelumnya, pada tanggal 23 Oktober 1856, dimulai pengoperasian layanan jasa telegraf elektromagnetik pertama yang menghubungkan Jakarta (Batavia) dengan Bogor (Buitenzorg).[6] Pada tahun 2009 momen tersebut dijadikan sebagai patokan hari lahir Telkom.","Kapan PT Telekomunikasi Indonesia, Tbk didirikan?",1882,11
Daftar karakter Cars,"Lightning McQueen, adalah tokoh utama dalam film Cars. Ia disuarakan oleh Owen Wilson. Desain mobilnya pun didasarkan pada desain mobil NASCAR asli.",Siapakah tokoh utama dalam film Cars ?,Lightning McQueen,0
William Adams (pelaut),"Adams dilahirkan di Gillingham, Kent, Inggris. Setelah ditinggal mati ayahnya pada usia 12 tahun, ia diterima magang oleh pemilik galangan kapal Kapten Nicholas Diggins di Limehouse sebelum memulai kehidupan sebagai pelaut. Selama 12 tahun, waktunya dihabiskan untuk belajar pembuatan kapal, astronomi, dan navigasi sebelum diterima bergabung dengan Angkatan Laut Britania Raya.",Dimana William Adams lahir?,"Gillingham, Kent, Inggris",20
Kalimantan Tengah,"Hutan mendominasi wilayah 80%. Hutan primer tersisa sekitar 25% dari luas wilayah. Lahan yang luas saat ini mulai didominasi kebun Kelapa Sawit yang mencapai 700.000 ha (2007). Perkebunan karet dan rotan rakyat masih tersebar hampir diseluruh daerah, terutama di Kabupaten Kapuas, Katingan, Pulang Pisau, Gunung Mas dan Kotawaringin Timur.",Berapa luas lahan kelapa sawit di daerah kalimantan ?,700.000 ha,158
